WKT,State,statecode,District,districtcode,Sub-District,subdistrictcode,townname,towncode,urbanity,no_of_hh,population,popgrp,fmcg_retailer,latitude,longitude,coordinate
POINT (80.9617035 16.6337723),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Bapulapadu,1,Rural,4359,15223,10K - 20K,1,16.6337723,80.9617035,16.6337723 80.9617035
POINT (80.9656932 16.6054535),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Kanumolu,2,Rural,2223,8002,7K - 10K,1,16.6054535,80.9656932,16.6054535 80.9656932
POINT (80.9169384 16.611797),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Veeravalli,3,Rural,1852,6775,5K - 7K,1,16.611797,80.9169384,16.611797 80.9169384
POINT (80.8882777 16.6721236),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Mallavilli,4,Rural,1374,5082,5K - 7K,,16.6721236,80.8882777,16.6721236 80.8882777
POINT (80.9418198 16.6470982),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Veleru,5,Rural,1228,4655,4K - 5K,1,16.6470982,80.9418198,16.6470982 80.9418198
POINT (80.893817 16.5989518),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Ampapuram,6,Rural,1189,4110,4K - 5K,1,16.5989518,80.893817,16.5989518 80.893817
POINT (80.9829631 16.7339554),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Madicherla,7,Rural,1066,4069,4K - 5K,,16.7339554,80.9829631,16.7339554 80.9829631
POINT (80.9152434 16.6594427),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Remalle,8,Rural,1022,3779,3K - 4K,1,16.6594427,80.9152434,16.6594427 80.9152434
POINT (80.9560204 16.5627114),ANDHRA PRADESH,1,Krishna,1,Bapulapadu,1,Arugolanu,9,Rural,1050,3466,3K - 4K,,16.5627114,80.9560204,16.5627114 80.9560204
POINT (80.6480153 16.5061743),ANDHRA PRADESH,1,Krishna,1,Vijayawada (Rural),2,Vijayawada (M Corp.) (Part),10,Urban,3475,12552,12K - 20K,1,16.5061743,80.6480153,16.5061743 80.6480153
POINT (80.7496283 16.5123337),ANDHRA PRADESH,1,Krishna,1,Vijayawada (Rural),2,Gudavalli,11,Rural,819,6653,5K - 7K,1,16.5123337,80.7496283,16.5123337 80.7496283
POINT (80.6188156 16.6082902),ANDHRA PRADESH,1,Krishna,1,Vijayawada (Rural),2,Tadepalle,12,Rural,1022,3998,3K - 4K,1,16.6082902,80.6188156,16.6082902 80.6188156
POINT (80.5688428 16.5710275),ANDHRA PRADESH,1,Krishna,1,Vijayawada (Rural),2,Rayanapadu,13,Rural,935,3504,3K - 4K,1,16.5710275,80.5688428,16.5710275 80.5688428
POINT (78.2265183 15.3095471),ANDHRA PRADESH,1,Kurnool,2,Banaganapalle,3,Banumukkala (CT),14,Urban,3286,14307,12K - 20K,1,15.3095471,78.2265183,15.3095471 78.2265183
POINT (78.2490385 15.4139906),ANDHRA PRADESH,1,Kurnool,2,Banaganapalle,3,Palukur,15,Rural,2800,11674,10K - 20K,1,15.4139906,78.2490385,15.4139906 78.2490385
POINT (78.2798898 15.3748623),ANDHRA PRADESH,1,Kurnool,2,Banaganapalle,3,Nandavaram,16,Rural,1372,5283,5K - 7K,1,15.3748623,78.2798898,15.3748623 78.2798898
POINT (78.2091222 15.3584337),ANDHRA PRADESH,1,Kurnool,2,Banaganapalle,3,Enakandla,17,Rural,936,3928,3K - 4K,1,15.3584337,78.2091222,15.3584337 78.2091222
POINT (78.2279193 15.3194481),ANDHRA PRADESH,1,Kurnool,2,Banaganapalle,3,Illurukothapalle,18,Rural,842,3720,3K - 4K,,15.3194481,78.2279193,15.3194481 78.2279193
POINT (78.1443285 15.7796205),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Gargeyapuram,19,Rural,1643,7561,7K - 10K,1,15.7796205,78.1443285,15.7796205 78.1443285
POINT (78.6046022 15.2413503),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Rudravaram (Part),20,Rural,1535,7150,7K - 10K,1,15.2413503,78.6046022,15.2413503 78.6046022
POINT (78.1706939 15.835201),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,E.Thandrapadu,21,Rural,1657,6698,5K - 7K,1,15.835201,78.1706939,15.835201 78.1706939
POINT (78.0209657 15.8629982),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Panchalingala,22,Rural,1301,5489,5K - 7K,,15.8629982,78.0209657,15.8629982 78.0209657
POINT (78.0708985 15.844125),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Gondiparla,23,Rural,1118,4566,4K - 5K,1,15.844125,78.0708985,15.844125 78.0708985
POINT (77.8653126 15.8787861),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,R.Kanthalapadu,24,Rural,991,4464,4K - 5K,1,15.8787861,77.8653126,15.8787861 77.8653126
POINT (77.8538797 15.8319744),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Remata,25,Rural,970,4188,4K - 5K,,15.8319744,77.8538797,15.8319744 77.8538797
POINT (78.0016997 15.8583143),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Munagalapadu,26,Rural,654,3275,3K - 4K,1,15.8583143,78.0016997,15.8583143 78.0016997
POINT (77.9736249 15.8655217),ANDHRA PRADESH,1,Kurnool,2,Kurnool,4,Nidzur,27,Rural,794,3126,3K - 4K,1,15.8655217,77.9736249,15.8655217 77.9736249
POINT (78.1140359 15.216425),ANDHRA PRADESH,1,Kurnool,2,Owk,5,Owk,28,Rural,2871,11760,10K - 20K,1,15.216425,78.1140359,15.216425 78.1140359
POINT (78.1406154 15.1367819),ANDHRA PRADESH,1,Kurnool,2,Owk,5,Ramapuram (CT),29,Urban,1620,6614,3K - 12K,1,15.1367819,78.1406154,15.1367819 78.1406154
POINT (79.7399875 15.9128998),ANDHRA PRADESH,1,Rangareddy,3,Ghatkesar,6,GHMC (M Corp.) (Part),30,Urban,3288,13900,12K - 20K,1,15.9128998,79.7399875,15.9128998 79.7399875
POINT (78.6622155 17.4359044),ANDHRA PRADESH,1,Rangareddy,3,Ghatkesar,6,Annojiguda,31,Rural,2296,10896,10K - 20K,1,17.4359044,78.6622155,17.4359044 78.6622155
POINT (78.6662459 17.4043102),ANDHRA PRADESH,1,Rangareddy,3,Ghatkesar,6,Korremul,32,Rural,2343,9922,7K - 10K,1,17.4043102,78.6662459,17.4043102 78.6662459
POINT (78.7085367 17.4189258),ANDHRA PRADESH,1,Rangareddy,3,Ghatkesar,6,Edulabad,33,Rural,1863,8413,7K - 10K,1,17.4189258,78.7085367,17.4189258 78.7085367
POINT (78.6448085 17.4248522),ANDHRA PRADESH,1,Rangareddy,3,Ghatkesar,6,Pocharam,34,Rural,1031,3903,3K - 4K,1,17.4248522,78.6448085,17.4248522 78.6448085
POINT (78.6359562 17.2823888),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Koheda,35,Rural,2193,9285,7K - 10K,1,17.2823888,78.6359562,17.2823888 78.6359562
POINT (78.6861391 17.3100943),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Abdullapur,36,Rural,1217,5226,5K - 7K,1,17.3100943,78.6861391,17.3100943 78.6861391
POINT (78.7291986 17.3036137),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Batasingaram,37,Rural,1123,4898,4K - 5K,1,17.3036137,78.7291986,17.3036137 78.7291986
POINT (78.6937618 17.2739401),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Anajpur,38,Rural,1203,4753,4K - 5K,1,17.2739401,78.6937618,17.2739401 78.6937618
POINT (78.6775608 17.3563592),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Tharamathipet,39,Rural,848,3984,3K - 4K,1,17.3563592,78.6775608,17.3563592 78.6775608
POINT (78.6469659 17.3484499),ANDHRA PRADESH,1,Rangareddy,3,Hayathnagar,7,Pasmamla,40,Rural,794,3703,3K - 4K,1,17.3484499,78.6469659,17.3484499 78.6469659
POINT (83.1227031 17.7897607),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,Sabbavaram,41,Rural,2699,12200,10K - 20K,1,17.7897607,83.1227031,17.7897607 83.1227031
POINT (83.1414466 17.832138),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,Gullipalle,42,Rural,1613,6589,5K - 7K,1,17.832138,83.1414466,17.832138 83.1414466
POINT (83.1153029 17.7568549),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,Amrutapuram,43,Rural,1189,4722,4K - 5K,1,17.7568549,83.1153029,17.7568549 83.1153029
POINT (83.1227031 17.7897607),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,GVMC (Part),44,Urban,1126,4621,3K - 12K,1,17.7897607,83.1227031,17.7897607 83.1227031
POINT (83.0951852 17.7900138),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,Antakapalle,45,Rural,1061,4444,4K - 5K,1,17.7900138,83.0951852,17.7900138 83.0951852
POINT (83.1300519 17.7706236),ANDHRA PRADESH,1,Visakhapatnam,4,Sabbavaram,8,Mogalipuram,46,Rural,822,3394,3K - 4K,1,17.7706236,83.1300519,17.7706236 83.1300519
POINT (79.617925 18.0126226),ANDHRA PRADESH,1,Warangal,5,Hanamkonda,9,Paidipalle,47,Rural,3099,12105,10K - 20K,1,18.0126226,79.617925,18.0126226 79.617925
POINT (79.5066911 17.9653127),ANDHRA PRADESH,1,Warangal,5,Hanamkonda,9,Kadipikonda (CT),48,Urban,2157,8685,3K - 12K,1,17.9653127,79.5066911,17.9653127 79.5066911
POINT (79.5364582 17.9262921),ANDHRA PRADESH,1,Warangal,5,Hanamkonda,9,Kondaparthy,49,Rural,1633,6439,5K - 7K,1,17.9262921,79.5364582,17.9262921 79.5364582
POINT (79.5926304 17.9692624),ANDHRA PRADESH,1,Warangal,5,Hanamkonda,9,Kumarapalle (R),50,Rural,1031,4211,4K - 5K,1,17.9692624,79.5926304,17.9692624 79.5926304
POINT (79.5926304 17.9692624),ANDHRA PRADESH,1,Warangal,5,Hanamkonda,9,Tharalapalle,51,Rural,799,3053,3K - 4K,1,17.9692624,79.5926304,17.9692624 79.5926304
POINT (85.9893387 25.4713878),BIHAR,2,Begusarai,6,Barauni,10,Malhipur (CT),52,Urban,2322,12439,12K - 20K,1,25.4713878,85.9893387,25.4713878 85.9893387
POINT (86.0494437 25.4418138),BIHAR,2,Begusarai,6,Barauni,10,Papraur,53,Rural,2016,11200,10K - 20K,1,25.4418138,86.0494437,25.4418138 86.0494437
POINT (86.035113 25.476265),BIHAR,2,Begusarai,6,Barauni,10,Pipra Dewas,54,Rural,1786,9643,7K - 10K,1,25.476265,86.035113,25.476265 86.035113
POINT (86.029375 25.462067),BIHAR,2,Begusarai,6,Barauni,10,Hajipur,55,Rural,1178,6171,5K - 7K,1,25.462067,86.029375,25.462067 86.029375
POINT (86.0440375 25.4188476),BIHAR,2,Begusarai,6,Barauni,10,Mahna,56,Rural,890,4303,4K - 5K,1,25.4188476,86.0440375,25.4188476 86.0440375
POINT (86.0564492 25.445148),BIHAR,2,Begusarai,6,Barauni,10,Deonah,57,Rural,691,3687,3K - 4K,1,25.445148,86.0564492,25.445148 86.0564492
POINT (86.1636943 25.4280586),BIHAR,2,Begusarai,6,Begusarai,11,Suja,58,Rural,1790,10532,10K - 20K,1,25.4280586,86.1636943,25.4280586 86.1636943
POINT (86.1268337 25.4609645),BIHAR,2,Begusarai,6,Begusarai,11,Laruara (CT),59,Urban,1590,9376,3K - 12K,1,25.4609645,86.1268337,25.4609645 86.1268337
POINT (86.177719 25.4504647),BIHAR,2,Begusarai,6,Begusarai,11,Bharra,60,Rural,1506,7679,7K - 10K,1,25.4504647,86.177719,25.4504647 86.177719
POINT (86.1370148 25.4612316),BIHAR,2,Begusarai,6,Begusarai,11,Chilmil,61,Rural,1313,6803,5K - 7K,1,25.4612316,86.1370148,25.4612316 86.1370148
POINT (86.1128314 25.4620742),BIHAR,2,Begusarai,6,Begusarai,11,Bagwara,62,Rural,934,4946,4K - 5K,1,25.4620742,86.1128314,25.4620742 86.1128314
POINT (86.1421046 25.4731923),BIHAR,2,Begusarai,6,Begusarai,11,Ekhtiarpur,63,Rural,671,3813,3K - 4K,1,25.4731923,86.1421046,25.4731923 86.1421046
POINT (86.1013721 25.4602932),BIHAR,2,Begusarai,6,Begusarai,11,Bindpur,64,Rural,777,3734,3K - 4K,,25.4602932,86.1013721,25.4602932 86.1013721
POINT (84.9565289 24.7694359),BIHAR,2,Gaya,7,Gaya Town C.D.Block,12,Bara,65,Rural,992,7242,7K - 10K,1,24.7694359,84.9565289,24.7694359 84.9565289
POINT (85.0100792 24.7982807),BIHAR,2,Gaya,7,Gaya Town C.D.Block,12,Kujapi,66,Rural,1142,6680,5K - 7K,1,24.7982807,85.0100792,24.7982807 85.0100792
POINT (84.9565289 24.7694359),BIHAR,2,Gaya,7,Gaya Town C.D.Block,12,Amraha,67,Rural,513,3303,3K - 4K,1,24.7694359,84.9565289,24.7694359 84.9565289
POINT (84.7915999 24.8108395),BIHAR,2,Gaya,7,Guraru,13,Rauna,68,Rural,818,5291,5K - 7K,,24.8108395,84.7915999,24.8108395 84.7915999
POINT (84.7894541 24.8037498),BIHAR,2,Gaya,7,Guraru,13,Bara (CT),69,Urban,777,5185,3K - 12K,1,24.8037498,84.7894541,24.8037498 84.7894541
POINT (84.7915999 24.8108395),BIHAR,2,Gaya,7,Guraru,13,Dabur,70,Rural,676,4386,4K - 5K,1,24.8108395,84.7915999,24.8108395 84.7915999
POINT (84.7981226 24.8184631),BIHAR,2,Gaya,7,Guraru,13,Bahabalpur,71,Rural,577,3746,3K - 4K,1,24.8184631,84.7981226,24.8184631 84.7981226
POINT (86.4652822 26.2833871),BIHAR,2,Madhubani,8,Ghoghardiha,14,Ghoghardiha (NP),72,Urban,3257,18257,12K - 20K,1,26.2833871,86.4652822,26.2833871 86.4652822
POINT (86.437709 26.2765023),BIHAR,2,Madhubani,8,Ghoghardiha,14,Pirojgarh,73,Rural,1513,8394,7K - 10K,1,26.2765023,86.437709,26.2765023 86.437709
POINT (86.4038704 26.2661571),BIHAR,2,Madhubani,8,Ghoghardiha,14,Kewatna,74,Rural,1158,5849,5K - 7K,1,26.2661571,86.4038704,26.2661571 86.4038704
POINT (86.5243122 26.3247045),BIHAR,2,Madhubani,8,Ghoghardiha,14,Bhabtiahi,75,Rural,818,4227,4K - 5K,,26.3247045,86.5243122,26.3247045 86.5243122
POINT (86.4205751 26.2551312),BIHAR,2,Madhubani,8,Ghoghardiha,14,Chikna,76,Rural,932,3923,3K - 4K,1,26.2551312,86.4205751,26.2551312 86.4205751
POINT (86.0203361 26.3785911),BIHAR,2,Madhubani,8,Madhubani,15,Rahika,77,Rural,2453,12896,10K - 20K,1,26.3785911,86.0203361,26.3785911 86.0203361
POINT (86.182864 26.2357607),BIHAR,2,Madhubani,8,Madhubani,15,Madhubani (CT),78,Urban,1333,7070,3K - 12K,1,26.2357607,86.182864,26.2357607 86.182864
POINT (86.0488585 26.3261818),BIHAR,2,Madhubani,8,Madhubani,15,Basuara,79,Rural,1221,6514,5K - 7K,,26.3261818,86.0488585,26.3261818 86.0488585
POINT (86.0249117 26.3497058),BIHAR,2,Madhubani,8,Madhubani,15,Kokri,80,Rural,868,4548,4K - 5K,1,26.3497058,86.0249117,26.3497058 86.0249117
POINT (86.0453123 26.2618494),BIHAR,2,Madhubani,8,Madhubani,15,Mominpur,81,Rural,730,3941,3K - 4K,1,26.2618494,86.0453123,26.2618494 86.0453123
POINT (86.0249117 26.2612883),BIHAR,2,Madhubani,8,Madhubani,15,Sonaur,82,Rural,865,3753,3K - 4K,,26.2612883,86.0249117,26.2612883 86.0249117
POINT (85.3634658 26.156366),BIHAR,2,Muzaffarpur,9,Kanti,16,Paighambarpur Kolhua,83,Rural,3461,18649,10K - 20K,1,26.156366,85.3634658,26.156366 85.3634658
POINT (85.3479475 26.1390738),BIHAR,2,Muzaffarpur,9,Kanti,16,Damodarpur (CT),84,Urban,2618,13884,12K - 20K,1,26.1390738,85.3479475,26.1390738 85.3479475
POINT (85.3833703 26.1596615),BIHAR,2,Muzaffarpur,9,Kanti,16,Dadar Kolhua,85,Rural,1653,8856,7K - 10K,1,26.1596615,85.3833703,26.1596615 85.3833703
POINT (85.3627134 26.1825764),BIHAR,2,Muzaffarpur,9,Kanti,16,Mithan Sarai,86,Rural,1073,5478,5K - 7K,1,26.1825764,85.3627134,26.1825764 85.3627134
POINT (85.3536735 26.1513414),BIHAR,2,Muzaffarpur,9,Kanti,16,Bairia,87,Rural,858,4654,4K - 5K,1,26.1513414,85.3536735,26.1513414 85.3536735
POINT (85.3317133 26.1756837),BIHAR,2,Muzaffarpur,9,Kanti,16,Chhapra Dharampur Jadu,88,Rural,696,3341,3K - 4K,1,26.1756837,85.3317133,26.1756837 85.3317133
POINT (85.2950237 26.2015252),BIHAR,2,Muzaffarpur,9,Kanti,16,Shahpur,89,Rural,580,3132,3K - 4K,,26.2015252,85.2950237,26.2015252 85.2950237
POINT (85.3596564 26.1201651),BIHAR,2,Muzaffarpur,9,Musahri,17,Bhagwanpur,90,Rural,3296,17690,10K - 20K,1,26.1201651,85.3596564,26.1201651 85.3596564
POINT (85.3916812 26.1263849),BIHAR,2,Muzaffarpur,9,Musahri,17,Khabra urf Kiratpur Gurdas,91,Rural,1896,9569,7K - 10K,1,26.1263849,85.3916812,26.1263849 85.3916812
POINT (85.3698805 26.1130383),BIHAR,2,Muzaffarpur,9,Musahri,17,Majhauli Khetal (CT),92,Urban,1256,6820,3K - 12K,1,26.1130383,85.3698805,26.1130383 85.3698805
POINT (85.42853 26.097721),BIHAR,2,Muzaffarpur,9,Musahri,17,Rohua Apuchh,93,Rural,1163,5738,5K - 7K,1,26.097721,85.42853,26.097721 85.42853
POINT (85.3614221 26.110325),BIHAR,2,Muzaffarpur,9,Musahri,17,Gobrahi urf Gobardhanpur,94,Rural,833,4437,4K - 5K,1,26.110325,85.3614221,26.110325 85.3614221
POINT (85.3916812 26.1263849),BIHAR,2,Muzaffarpur,9,Musahri,17,Sherpur urf Narayanpur Anant,95,Rural,712,3505,3K - 4K,1,26.1263849,85.3916812,26.1263849 85.3916812
POINT (85.0415328 25.5997378),BIHAR,2,Patna,10,Dinapur-Cum-Khagaul,18,Jamsaut,96,Rural,2052,11196,10K - 20K,1,25.5997378,85.0415328,25.5997378 85.0415328
POINT (85.0436007 25.5830523),BIHAR,2,Patna,10,Dinapur-Cum-Khagaul,18,Hathiakan,97,Rural,1530,8369,7K - 10K,1,25.5830523,85.0436007,25.5830523 85.0436007
POINT (85.0364112 25.5797514),BIHAR,2,Patna,10,Dinapur-Cum-Khagaul,18,Lakhni  Bigha,98,Rural,830,4985,4K - 5K,1,25.5797514,85.0364112,25.5797514 85.0364112
POINT (85.0547166 25.5941097),BIHAR,2,Patna,10,Dinapur-Cum-Khagaul,18,Kothawan,99,Rural,589,3201,3K - 4K,,25.5941097,85.0547166,25.5941097 85.0547166
POINT (85.0565485 25.5680289),BIHAR,2,Patna,10,Phulwari,19,Nohsa (CT),100,Urban,2597,16680,12K - 20K,1,25.5680289,85.0565485,25.5680289 85.0565485
POINT (85.0693039 25.573158),BIHAR,2,Patna,10,Phulwari,19,Alampur Gonpura,101,Rural,2096,11687,10K - 20K,1,25.573158,85.0693039,25.573158 85.0693039
POINT (85.0272437 25.5328182),BIHAR,2,Patna,10,Phulwari,19,Yakubpur Nagwan,102,Rural,962,5665,5K - 7K,1,25.5328182,85.0272437,25.5328182 85.0272437
POINT (85.0758992 25.5610453),BIHAR,2,Patna,10,Phulwari,19,Kurkuri,103,Rural,826,4312,4K - 5K,,25.5610453,85.0758992,25.5610453 85.0758992
POINT (85.0726964 25.5417321),BIHAR,2,Patna,10,Phulwari,19,Hinduni,104,Rural,606,3283,3K - 4K,1,25.5417321,85.0726964,25.5417321 85.0726964
POINT (87.1497698 25.9100443),BIHAR,2,Purnia,11,Banmankhi,20,Belchand Sukhia,105,Rural,2023,10627,10K - 20K,1,25.9100443,87.1497698,25.9100443 87.1497698
POINT (87.1647269 25.9162447),BIHAR,2,Purnia,11,Banmankhi,20,Dharhara,106,Rural,1402,7781,7K - 10K,1,25.9162447,87.1647269,25.9162447 87.1647269
POINT (87.157249 25.9367778),BIHAR,2,Purnia,11,Banmankhi,20,Harpur Madi,107,Rural,1136,5780,5K - 7K,1,25.9367778,87.157249,25.9367778 87.157249
POINT (87.1971177 25.8666439),BIHAR,2,Purnia,11,Banmankhi,20,Bishunpurdat,108,Rural,751,4208,4K - 5K,1,25.8666439,87.1971177,25.8666439 87.1971177
POINT (87.2145498 25.8581131),BIHAR,2,Purnia,11,Banmankhi,20,Gangaili,109,Rural,657,3478,3K - 4K,1,25.8581131,87.2145498,25.8581131 87.2145498
POINT (86.1090119 23.5897894),JHARKHAND,3,Bokaro,12,Chas,21,Ghatiali,110,Rural,2106,10362,10K - 20K,1,23.5897894,86.1090119,23.5897894 86.1090119
POINT (86.1496696 23.6265703),JHARKHAND,3,Bokaro,12,Chas,21,Bandhgora (CT),111,Urban,1359,7859,3K - 12K,1,23.6265703,86.1496696,23.6265703 86.1496696
POINT (86.1535308 23.6032861),JHARKHAND,3,Bokaro,12,Chas,21,Narayanpur,112,Rural,1421,7167,7K - 10K,1,23.6032861,86.1535308,23.6032861 86.1535308
POINT (86.2717231 23.5462189),JHARKHAND,3,Bokaro,12,Chas,21,Punrru,113,Rural,1000,5510,5K - 7K,1,23.5462189,86.2717231,23.5462189 86.2717231
POINT (86.2082258 23.5654908),JHARKHAND,3,Bokaro,12,Chas,21,Bhanrro,114,Rural,1023,5334,5K - 7K,,23.5654908,86.2082258,23.5654908 86.2082258
POINT (86.1726327 23.5765074),JHARKHAND,3,Bokaro,12,Chas,21,Chakalia,115,Rural,834,4200,4K - 5K,1,23.5765074,86.1726327,23.5765074 86.1726327
POINT (86.1828047 23.6361787),JHARKHAND,3,Bokaro,12,Chas,21,Kashijharia,116,Rural,825,3910,3K - 4K,1,23.6361787,86.1828047,23.6361787 86.1828047
POINT (86.1268337 23.6169718),JHARKHAND,3,Bokaro,12,Chas,21,Satanpur,117,Rural,747,3808,3K - 4K,,23.6169718,86.1268337,23.6169718 86.1268337
POINT (85.2164569 23.8535189),JHARKHAND,3,Hazaribagh,13,Barkagaon,22,Barkagaon,118,Rural,2063,11689,10K - 20K,1,23.8535189,85.2164569,23.8535189 85.2164569
POINT (85.2871198 23.8379636),JHARKHAND,3,Hazaribagh,13,Barkagaon,22,Badam,119,Rural,1284,7015,7K - 10K,1,23.8379636,85.2871198,23.8379636 85.2871198
POINT (85.2741288 23.8286311),JHARKHAND,3,Hazaribagh,13,Barkagaon,22,Harli,120,Rural,1142,5723,5K - 7K,1,23.8286311,85.2741288,23.8286311 85.2741288
POINT (85.2386074 23.8357357),JHARKHAND,3,Hazaribagh,13,Barkagaon,22,Sanrh,121,Rural,650,3197,3K - 4K,1,23.8357357,85.2386074,23.8357357 85.2386074
POINT (85.3601307 23.6880612),JHARKHAND,3,Hazaribagh,13,Dadi,23,Gidi (CT),122,Urban,2647,13356,12K - 20K,1,23.6880612,85.3601307,23.6880612 85.3601307
POINT (85.3807886 23.712424),JHARKHAND,3,Hazaribagh,13,Dadi,23,Dari (CT),123,Urban,1219,6405,3K - 12K,1,23.712424,85.3807886,23.712424 85.3807886
POINT (85.4349783 23.7644889),JHARKHAND,3,Hazaribagh,13,Dadi,23,Balsogra,124,Rural,848,4647,4K - 5K,1,23.7644889,85.4349783,23.7644889 85.4349783
POINT (85.4397545 23.7586668),JHARKHAND,3,Hazaribagh,13,Dadi,23,Huang,125,Rural,769,4421,4K - 5K,1,23.7586668,85.4397545,23.7586668 85.4397545
POINT (85.3988579 23.7396755),JHARKHAND,3,Hazaribagh,13,Dadi,23,Kanki,126,Rural,680,3669,3K - 4K,1,23.7396755,85.3988579,23.7396755 85.3988579
POINT (85.3258365 23.4311932),JHARKHAND,3,Ranchi,14,Kanke,24,Kanke (CT),127,Urban,2995,17560,12K - 20K,1,23.4311932,85.3258365,23.4311932 85.3258365
POINT (85.2903524 23.4454855),JHARKHAND,3,Ranchi,14,Kanke,24,Sukurhuttu,128,Rural,2118,11862,10K - 20K,1,23.4454855,85.2903524,23.4454855 85.2903524
POINT (85.4120942 23.4270906),JHARKHAND,3,Ranchi,14,Kanke,24,Mesra,129,Rural,1657,9476,7K - 10K,1,23.4270906,85.4120942,23.4270906 85.4120942
POINT (85.3988632 23.3925524),JHARKHAND,3,Ranchi,14,Kanke,24,Dumardaga,130,Rural,1335,7100,7K - 10K,1,23.3925524,85.3988632,23.3925524 85.3988632
POINT (85.4277367 23.441253),JHARKHAND,3,Ranchi,14,Kanke,24,Neuri,131,Rural,1230,6907,5K - 7K,1,23.441253,85.4277367,23.441253 85.4277367
POINT (85.2528421 23.3983266),JHARKHAND,3,Ranchi,14,Kanke,24,Kamre,132,Rural,1148,6114,5K - 7K,,23.3983266,85.2528421,23.3983266 85.2528421
POINT (85.2879264 23.4011897),JHARKHAND,3,Ranchi,14,Kanke,24,Chatakpur,133,Rural,814,4153,4K - 5K,1,23.4011897,85.2879264,23.4011897 85.2879264
POINT (85.3575479 23.4296737),JHARKHAND,3,Ranchi,14,Kanke,24,Boreya,134,Rural,823,4151,4K - 5K,,23.4296737,85.3575479,23.4296737 85.3575479
POINT (85.3006956 23.4042222),JHARKHAND,3,Ranchi,14,Kanke,24,Pandra,135,Rural,731,3921,3K - 4K,1,23.4042222,85.3006956,23.4042222 85.3006956
POINT (85.3988579 23.4249524),JHARKHAND,3,Ranchi,14,Kanke,24,Kadal,136,Rural,586,3086,3K - 4K,,23.4249524,85.3988579,23.4249524 85.3988579
POINT (85.4289016 23.3761392),JHARKHAND,3,Ranchi,14,Namkum,25,Tati (CT),137,Urban,2544,12878,12K - 20K,1,23.3761392,85.4289016,23.3761392 85.4289016
POINT (85.3807886 23.3204689),JHARKHAND,3,Ranchi,14,Namkum,25,Bargarwa (CT),138,Urban,1678,8615,3K - 12K,1,23.3204689,85.3807886,23.3204689 85.3807886
POINT (85.4478726 23.3046019),JHARKHAND,3,Ranchi,14,Namkum,25,Ulatu,139,Rural,1488,7812,7K - 10K,1,23.3046019,85.4478726,23.3046019 85.4478726
POINT (85.3640047 23.3214602),JHARKHAND,3,Ranchi,14,Namkum,25,Khijri,140,Rural,1160,5936,5K - 7K,1,23.3214602,85.3640047,23.3214602 85.3640047
